순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
503,9788908060609,225308,별 · 마지막 수업,"4,410원",240원,알퐁스 도데 저/정봉구 역,범우사,저자가 남긴 많은 작품들 중에서 다른 작품보다도 독자들에게 작가의 인상을 깊이 심어 준 작품이다. 일찌기 우리 나라 중고등학교 교과서에 실려서 단편 소설의 표본으로 널리 알려져 있어 우리에게 보다 더 친근감을 주고 있다.,1,국내도서-소설/시/희곡
504,9791160272826,106527686,풍차 방앗간의 편지,"12,420원",690원,알퐁스 도데 저/이원복 역,소담출판사,"따스한 문체와 동화 같은 이야기로 많은 한국인의 사랑을 받고 있는 세계적인 프랑스 대표 작가 알퐁스 도데. 소담출판사 고전 명작 시리즈의 신간 『풍차 방앗간의 편지』는 프로방스 양치기의 순수한 사랑을 이야기하는 「별」을 포함해, 서정적이고 목가적인 알퐁스 도데의 소설 총 스물다섯 편을 실었다.

희곡으로 발표되어 작곡가 조르주 비제의 부수음악으로 큰 인기를 끌었던 각본 「아를의 여인」, 도데의 따스한 애정이 잘 드러나는 사랑스러운 분위기의 「노인들」, 풍자와 해학으로 유쾌한 웃음을 끌어내는 「세 번의 독송 미사」, 자연에 대한 아름다운 정감이 녹아든 「오렌지」 등, 도데만의 색채가 가득 담긴 독자적인 소설들을 선물처럼 만나볼 수 있다.

소담출판사의 『풍차 방앗간의 편지』는 프로방스어와 라틴어까지 정확히 해석한 완역본이며, 또한 『풍차 방앗간의 편지』가 집필된 배경에 대한 꼼꼼한 설명이 담긴 작품 해설이 함께 실려 있어 작품에 대해 한층 더 깊이 이해할 수 있다.",1,국내도서-소설/시/희곡
505,9788937429170,43606896,순박한 마음,"8,820원",490원,귀스타브 플로베르 저/유호식 역,민음사,"꺾이거나 굽은 데 없는 마음이 맞는 마지막 순간!
자기를 지움으로써 성취한 구원의 세 가지 이야기

앵무새는 자기 레퍼토리에 들어 있는 문장 세 개를 지겨울 정도로 읊어 대고, 그녀는 두서없이 단어 몇 개로 대답했는데, 그 단어에서 그녀의 마음이 드러났다. 그녀가 외롭게 살아가는 동안 룰루는 거의 아들이자 연인이었다. 앵무새는 그녀의 손가락을 타고 오르락거렸고 입술을 깨물었으며 그녀의 숄을 움켜쥐고 앉았다. 그녀가 보모처럼 머리를 흔들며 이마를 숙이면, 머릿수건에서 커다란 날개처럼 옆으로 삐친 부분이 새의 날개와 함께 흔들렸다.    「순박한 마음」에서

작가를 둘러싼 아우라는 번역자를 긴장시킨다. 플로베르처럼 한 단어, 한 문장을 쓰는 데 고심한 글쓰기의 수도자 앞에서 나는 제한된 말을 모방하고 반복하는 펠리시테의 앵무새처럼 우스꽝스럽게 여겨진다.",1,국내도서-소설/시/희곡
506,9788994207674,30077585,죽은-머리들 / 소멸자 / 다시 끝내기 위하여 그리고 다른 실패작들,"16,200원",900원,사뮈엘 베케트 저/임수현 역,워크룸프레스,"사뮈엘 베케트의 단편집 『죽은-머리들 / 소멸자 / 다시 끝내기 위하여 그리고 다른 실패작들』이 한국어로 처음 번역 출간되었다. 베케트가 세간의 주목을 받기 시작한 1950년대를 지나, 1960년대 중반부터 1970년대 중반까지 그가 쓴 실험적인 짧은 글들이 실린 세 권을 하나로 묶은 책이다. 주체를 규정짓는 이름이 점차 사라지며 존재의 불확실성을 드러냈던 소설 3부작(『몰로이』, 『말론 죽다』, 『이름 붙일 수 없는 자』) 이후, 비소설적 산문들이 시작된다. 표현의 한계를 글쓰기의 대상으로 삼는 글들이 이제 이야기를 넘어 서술 행위로 향하고 있다. 

워크룸 프레스에서는 단편집 『죽은-머리들 / 소멸자 / 다시 끝내기 위하여 그리고 다른 실패작들』(임수현 옮김)과 장편소설 『이름 붙일 수 없는 자』(전승화 옮김)를 시작으로, 그동안 주로 희곡작가로 알려진 사뮈엘 베케트의 소설 여러 편과 시집, 평론 등을 선집으로 구성해 펴낸다.",2,국내도서-소설/시/희곡
507,9791186634684,22759872,어린 왕자,"9,900원",550원,앙투안 드 생텍쥐페리 저/공나리 역,솔,"생텍쥐페리가 그린 어린왕자의 스케치 모음과 영화 속 명장면 수록!
또 한 번의 신드롬을 일으킬 영화[어린왕자]의 탄생과 함께하는
원작 『어린 왕자』의 최신 번역판! 

전 세계인들에게 가장 많은 사랑을 받은 아름다운 이야기 『어린 왕자』가 도서출판 솔에서 출간되었다. 특히, 생텍쥐페리의 섬세하고 시적인 운율을 간직한 프랑스어 원문을 그대로 살리는 정확한 번역으로 독자들에게 조금이나마 생텍쥐페리의 감성으로 다가가기 위해 심혈을 기울였다. 

『어린 왕자』는 국내뿐만 아니라 전 세계적으로 많은 출판물을 가지고 있는데, 이번 솔의 『어린 왕자』는 가장 최신 번역판이면서 동시에 국내 12월 대 개봉을 앞둔 영화 [어린왕자]를 미리 볼 수 있는 기회를 제공한다. 책의 말미에 수록된 생텍쥐페리가 그린 수많은 어린왕자의 스케치모음과 영화 속 명장면은 이 작품에 감동을 더한다.",2,국내도서-소설/시/희곡
508,9788954618045,6993763,도깨비불,"9,000원",500원,피에르 드리외라로셸 저/이재룡 역,문학동네,"전후 프랑스 불안의 시대를 대표하는 작가 드리외라로셸의 걸작. 드리외라로셸은 제도와 관습, 물질만능의 자본주의를 거부하며 글과 행동으로 현실에 적극 참여한 전후 예술가이다.『도깨비불』은 전후 파리 사교계에서 마약과 기행으로 악명을 떨치던 다다이스트이자 작가의 친구였던 자크 리고를 모델로 삼은 소설 「도깨비불」과, 리고가 자살했다는 소식에 충격을 받고 쓴 글 「잘 가라, 공자그」를 함께 묶은 작품이다.",2,국내도서-소설/시/희곡
509,9788967901363,8827795,레 미제라블,"6,300원",350원,빅토르 위고 저/붉은여우 역,지식의숲,"사랑과 관용의 힘을 일깨우는 불멸의 고전!

억울한 옥살이를 하고 평생을 쫓기며 산 장 발장의 파란만장한 삶을 그린 작품이다. 주인공 장발장은 정신적·육체적 고통을 겪고 좌절하면서도 세상을 용서하고 악에 맞서 승리를 거둔다. 그는 사랑과 관용으로 자신 속에 숨어 있는 악은 말할 것도 없고 다른 사람의 악까지 무찌른다. 사랑이 얼마나 엄청난 위력을 발휘할 수 있는지 설득력 있게 전하는 걸작이다.",2,국내도서-소설/시/희곡
510,9791161952345,143666402,어린 왕자,"14,850원",820원,앙투안 드 생텍쥐페리 저/유유 그림/강미경 역,느낌이있는책,"다시, 어린 왕자.

전 세계 300여 개 언어 번역!　누적 판매 2억 부.
어린 시절, 우리 곁에 있던 어린 왕자는 지금 어디에 있을까?

바쁘게 살아가다 보면, 소중한 것들을 놓치곤 한다. 어릴 적 만났던 이 책이 지금 우리에게 더욱 필요한 이유도 그 때문이다.　전 세계 300개 이상의 언어로 번역되며 시대를 초월한 감동을 선물하는 《어린 왕자》. 이제 다시, 어린 왕자의 목소리에 귀 기울일 시간이다.

우리는 너무 바쁘게 살아가고 있진 않을까?
그런 우리를 보며, 어린 왕자는 어떤 말을 할까?

어린 시절에는 스쳐 지나갔던 문장들이, 이제는 사랑과 책임 그리고 관계의 의미를 다시금 생각하게 만든다. 바쁜 일상 속 잊고 지낸 가치들을 떠올리게 해주는 이야기, 바로 지금 우리가 《어린 왕자》를 다시 펼쳐야 하는 이유다.

영어 원서와 함께 읽는 《어린 왕자》

『느낌이있는책』의 《어린 왕자》는 영어 원서와 함께 수록되어 있다.",1,국내도서-소설/시/희곡
511,9788970754741,112927762,앙테크리스타,"11,250원",620원,아멜리 노통브 저/백선희 역,문학세계사,"『앙테크리스타』는 아멜리 노통브의 신화적 세계를 이루는 고유한 요소를 모두 담고 있다. 독기 서린 아름다움과 추함부터 침입자에 대한 매혹, 문학 혹은 언어 자체에 대한 숭배, 일상 속으로 침입하는 기괴함까지. “악이 세상에 침투한 것은 거짓말을 통해서이지 범죄를 통해서가 아니다.” 이 짧은 소설은 거짓말과 허영, 10대의 신체에 대한 냉소적인 탐구이다. 1992년 첫 소설을 출간한 뒤, 그녀는 자신의 강박관념인 ‘타인’의 관에 못을 박는다. 그 타인을 우리는 적대자 혹은 침입자 또는 사르트르식으로 “지옥”이라 부를 수도 있을 것이다.",1,국내도서-소설/시/희곡
512,9788954675116,93756172,로쿠스 솔루스,"14,400원",800원,레몽 루셀 저/송진석 역,문학동네,"황홀한 상상력 실험의 전시장 ‘로쿠스 솔루스’
신화적 작가 루셀의 초대로 
그 경이로운 외딴 정원의 문이 열린다

미셸 푸코가 전기를 바친 유일한 문학인이자, 초현실주의, 다다이즘, 울리포, 누보로망 작가들에게 열렬한 찬사를 받고, 뒤샹, 에른스트, 자코메티, 짐 자무쉬를 비롯한 시각예술가들에게 지대한 영향을 미친 신화적 존재 레몽 루셀. 『로쿠스 솔루스』는 루셀이 1913년 발표한 두번째 장편소설로, 무한한 상상력과 치밀한 계산이 결합된 루셀 문학의 진수를 보여주는 걸작이자 『아프리카의 인상』과 더불어 대표작으로 손꼽히는 작품이다. ‘로쿠스 솔루스Locus Solus’는 ‘외딴곳’을 의미하는 라틴어로, 소설에서는 그 이름을 딴 광대한 빌라 정원을 배경으로 진기한 구경거리와 그에 얽힌 사연이 잇달아 소개된다.

사후 30년이 지나서야 미셸 푸코의 발견으로 뒤늦은 영광을 누리기까지 작가로서 루셀의 삶은 순탄치 않았다.",1,국내도서-소설/시/희곡
513,9791190298360,86143418,이방인 (미니북),"5,310원",290원,알베르 카뮈 저/김민준 역,자화상,,1,국내도서-소설/시/희곡
514,9791189356286,82956962,파타피지크학자 포스트롤 박사의 행적과 사상,"11,700원",650원,알프레드 자리 저/이지원 역,워크룸프레스,알프레드 자리의 『파타피지크학자 포스트롤 박사의 행적과 사상: 신과학소설』이 워크룸 문학 총서 ‘제안들’ 17권으로 출간되었다. 초현실주의와 부조리극에 큰 영향을 끼친 희곡 「위뷔 왕」으로 잘 알려진 자리의 이 소설은 파타피지크(’Pataphysique)라는 상상적 과학을 창안한 저자의 신묘한 상상 세계가 그와 동시대를 향유한 예술가들의 작품 세계와 뒤얽히면서 다른 차원의 세계관을 제시한다.,1,국내도서-소설/시/희곡
515,9791161250939,59607423,이방인,"7,020원",390원,알베르 카뮈 저/김혜영 역,더디(더디퍼런스),"20세기 실존주의 문학의 대표 작가, 알베르 카뮈의
허무주의의 끝에서 발견하는 삶의 진정한 의미!

유명한 첫 문장 “오늘, 엄마가 세상을 떠났다”로 시작하는 카뮈의 『이방인』은 카뮈를 20세기 대표 작가 반열에 올린 작품으로 전 세계적으로 가장 많이 읽혔으며, 지금도 꾸준히 읽히는 고전 중 하나이다. 이 작품을 쓴 것은 두 차례의 세계대전이 유럽을 초토화시킨 1942년이었다. 제2차 세계대전에서 패한 프랑스의 3분의 2가 독일군에게 넘어간 상황에서 카뮈는 피난을 가게 되었는데, 이때 다행스럽게도 카뮈의 자동차 트렁크에는 『이방인』 원고가 들어 있었고, 그후 시간이 흘러 뒤늦게나마 프랑스 갈리마르 출판사를 통해 출간될 수 있었다.

실존주의 문학의 정수라 평가받는 『이방인』에는 ‘태양 때문에 살인을 한 남자’가 등장한다.",2,국내도서-소설/시/희곡
516,9788932916767,14897674,배고픔의 자서전,"10,620원",590원,아멜리 노통브 저/전미연 역,열린책들,"현대 프랑스 문단을 주도하는 작가 아멜리 노통브의 자전적 소설 

『배고픔의 자서전』은 지금까지 출간된 아멜리 노통브의 작품들 중에서 자전적 색채가 가장 짙은 작품이다. 심지어 이름마저 〈아멜리 노통브〉인 주인공의 이야기는 작가가 걸어 온, 혹은 우리에게 알려진 그녀의 삶의 궤적과 놀랍도록 일치한다. 〈1967년 일본 고베 출생, 외교관이었던 아버지를 따라 일본, 중국, 방글라데시, 미국 등 세계 각지를 떠돌며 어린 시절을 보낸 후 라틴 철학을 공부하고 작가의 길을 걷게 됨.〉 하지만, 그렇다고 해서 이 작품을 단순히 성공한 작가의 자서전이라고 말하는 것은 지나치게 작가 〈아멜리 노통브〉를 간과하는 일이 될 것이다. 

마치 그러한 우리의 생각을 알고 있기라도 하듯이, 이야기는 엉뚱하게도 전체적인 줄거리와는 그다지 관련이 없는 오세아니아 군도에 자리한 섬나라 바누아투로부터 시작된다.",1,국내도서-소설/시/희곡
517,9788964068991,6310353,사형수 최후의 날,"17,800원",530원,빅토르 위고 저/한택수 역,지식을만드는지식(지만지),빅토르 위고는 사형수에 대한 묘사를 지우고 사건 현장을 이야기하지 않는다. 그럼으로써 사형수의 이야기에 적극적으로 참여하도록 한다. 고독과 죽음에 대한 공포 속에서 이루어지는 사형수의 감상들을 따라가며 그의 강한 삶의 욕구를 읽어 낼 수 있다.,3,국내도서-소설/시/희곡
